0.020000, 2.483119, 0.000000, 2.483119, -2.112162
0.040000, 2.483119, 0.000000, 2.483119, -2.112162
0.060000, 2.483119, 0.000000, 2.483119, -2.112162
0.080000, 2.483119, 0.000000, 2.483119, -2.112162
0.100000, 2.483119, 0.000000, 2.483119, -2.112162
0.120000, 2.483119, 0.000000, 2.483119, -2.112162
0.140000, 2.483119, 0.000000, 2.483119, -2.112162
0.160000, 2.483119, 0.000000, 2.483119, -2.112162
0.180000, 2.483119, 0.000000, 2.483119, -2.112162
0.200000, 2.483119, 0.000001, 2.483119, -2.112162
0.220000, 2.483119, 0.000001, 2.483119, -2.112162
0.240000, 2.483119, 0.000001, 2.483119, -2.112162
0.260000, 2.483119, 0.000001, 2.483119, -2.112162
0.280000, 2.483119, 0.000001, 2.483119, -2.112162
0.300000, 2.483119, 0.000001, 2.483119, -2.112162
0.320000, 2.483119, 0.000001, 2.483119, -2.112162
0.340000, 2.483119, 0.000002, 2.483119, -2.112162
0.360000, 2.483119, 0.000002, 2.483119, -2.112162
0.380000, 2.483120, 0.000002, 2.483119, -2.112162
0.400000, 2.483120, 0.000002, 2.483119, -2.112162
0.420000, 2.483120, 0.000003, 2.483119, -2.112162
0.440000, 2.483120, 0.000003, 2.483119, -2.112162
0.460000, 2.483121, 0.000003, 2.483119, -2.112162
0.480000, 2.483121, 0.000003, 2.483119, -2.112162
0.500000, 2.483121, 0.000004, 2.483119, -2.112162
0.520000, 2.483121, 0.000004, 2.483119, -2.112162
0.540000, 2.483121, 0.000004, 2.483119, -2.112162
0.560000, 2.483122, 0.000004, 2.483119, -2.112162
0.580000, 2.483122, 0.000005, 2.483119, -2.112162
0.600000, 2.483122, 0.000005, 2.483119, -2.112162
0.620000, 2.483122, 0.000005, 2.483119, -2.112162
0.640000, 2.483123, 0.000006, 2.483119, -2.112162
0.660000, 2.483123, 0.000006, 2.483119, -2.112162
0.680000, 2.483123, 0.000006, 2.483119, -2.112162
0.700000, 2.483123, 0.000007, 2.483119, -2.112162
0.720000, 2.483123, 0.000007, 2.483119, -2.112162
0.740000, 2.483124, 0.000007, 2.483119, -2.112162
0.760000, 2.483124, 0.000008, 2.483119, -2.112162
0.780000, 2.483124, 0.000008, 2.483119, -2.112162
0.800000, 2.483124, 0.000008, 2.483120, -2.112162
0.820000, 2.483124, 0.000009, 2.483120, -2.112162
0.840000, 2.483125, 0.000009, 2.483120, -2.112162
0.860000, 2.483125, 0.000010, 2.483121, -2.112162
0.880000, 2.483125, 0.000010, 2.483121, -2.112162
0.900000, 2.483125, 0.000010, 2.483121, -2.112162
